graph_idx,graph_smiles,canonical_smiles,pickle_path,source,match_type
993,[H]Oc1cc(C(=O)c2ccc(C)cc2)cc([N+](=O)[O-])c1O[H],Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,drugs/Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1.pickle,drugs,canonical
994,[H]N1c2ccccc2N=C(N2CCN(C)CC2)c2cc(C)sc21,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,drugs/Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.pickle,drugs,canonical
1002,Cc1ccc(C(C)C)cc2c(C)ccc1-2,Cc1ccc(C(C)C)cc2c(C)ccc1-2,drugs/Cc1ccc(C(C)C)cc2c(C)ccc1-2.pickle,drugs,canonical
1019,O=[N+]([O-])c1ccc(C2=NCCO2)cc1,O=[N+]([O-])c1ccc(C2=NCCO2)cc1,drugs/O=[N+]([O-])c1ccc(C2=NCCO2)cc1.pickle,drugs,canonical
1035,CC#CC(=O)OCC,CC#CC(=O)OCC,qm9/CC#CC(=O)OCC.pickle,qm9,canonical
1048,ClCC1CO1,ClCC1CO1,drugs/ClCC1CO1.pickle,drugs,canonical
1074,[H]OCC1OC(Oc2ccc(O[H])cc2)C(O[H])C(O[H])C1O[H],OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,drugs/OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O.pickle,drugs,canonical
1108,[H]Oc1ccc(N2C(=O)C=CC2=O)cc1,O=C1C=CC(=O)N1c1ccc(O)cc1,drugs/O=C1C=CC(=O)N1c1ccc(O)cc1.pickle,drugs,canonical
1121,CC#CC=O,CC#CC=O,qm9/CC#CC=O.pickle,qm9,canonical
1201,[H]OC(C(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1,drugs/O=C(c1ccccc1)C(O)c1ccccc1.pickle,drugs,canonical
1227,[H]Oc1ccc(C(=O)Cc2ccccn2)c(O[H])c1,O=C(Cc1ccccn1)c1ccc(O)cc1O,drugs/O=C(Cc1ccccn1)c1ccc(O)cc1O.pickle,drugs,canonical
1249,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,drugs/c1ccc(-c2ccccn2)nc1.pickle,drugs,canonical
1253,[H]Oc1cc(C=O)ccc1OC,COc1ccc(C=O)cc1O,drugs/COc1ccc(C=O)cc1O.pickle,drugs,canonical
1257,[H]Oc1cc(C)c2c3c(C)cc(O[H])c4c(=O)c5c(O[H])cc(O[H])c6c7c(O[H])cc(O[H])c8c(=O)c1c2c(c87)c(c43)c56,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,drugs/Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65.pickle,drugs,canonical
1284,CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1,CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1,drugs/CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1.pickle,drugs,canonical
1341,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,drugs/O=C(_C=C_c1ccccc1)_C=C_c1ccccc1.pickle,drugs,canonical
1346,COc1ccc(C(N)=S)cc1,COc1ccc(C(N)=S)cc1,drugs/COc1ccc(C(N)=S)cc1.pickle,drugs,canonical
1387,[H]OC(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O,O=C(O)CN1C(=O)C2C3C=CC(C3)C2C1=O,drugs/O=C(O)CN1C(=O)C2C3C=CC(C3)C2C1=O.pickle,drugs,canonical
1410,[H]Oc1ccccc1C(=O)Oc1ccccc1,O=C(Oc1ccccc1)c1ccccc1O,drugs/O=C(Oc1ccccc1)c1ccccc1O.pickle,drugs,canonical
1459,COC(=O)c1ccc[nH]1,COC(=O)c1ccc[nH]1,qm9/COC(=O)c1ccc[nH]1.pickle,qm9,canonical
1460,O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,qm9/O=Cc1ccc[nH]1.pickle,qm9,canonical
1462,CC(=O)c1ccc[nH]1,CC(=O)c1ccc[nH]1,qm9/CC(=O)c1ccc[nH]1.pickle,qm9,canonical
1463,O=Cc1cc[nH]c1,O=Cc1cc[nH]c1,qm9/O=Cc1cc[nH]c1.pickle,qm9,canonical
1466,Cc1ccccc1C#N,Cc1ccccc1C#N,qm9/Cc1ccccc1C#N.pickle,qm9,canonical
1470,N#Cc1ccccc1O,N#Cc1ccccc1O,qm9/N#Cc1ccccc1O.pickle,qm9,canonical
1481,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,drugs/O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1.pickle,drugs,canonical
1487,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C1c2ccccc2C(=O)C1c1ccccc1,drugs/O=C1c2ccccc2C(=O)C1c1ccccc1.pickle,drugs,canonical
1534,C#CC1CC1,C#CC1CC1,qm9/C#CC1CC1.pickle,qm9,canonical
1535,CCCCCC1CC1,CCCCCC1CC1,qm9/CCCCCC1CC1.pickle,qm9,canonical
1536,CC(C)(C)C1CC1,CC(C)(C)C1CC1,qm9/CC(C)(C)C1CC1.pickle,qm9,canonical
1583,Cc1cc(C)cc(N)c1,Cc1cc(C)cc(N)c1,qm9/Cc1cc(C)cc(N)c1.pickle,qm9,canonical
1585,Nc1ccc(Br)cc1Br,Nc1ccc(Br)cc1Br,drugs/Nc1ccc(Br)cc1Br.pickle,drugs,canonical
1586,Nc1c(F)cccc1F,Nc1c(F)cccc1F,qm9/Nc1c(F)cccc1F.pickle,qm9,canonical
1588,Cc1cccc(N)c1C,Cc1cccc(N)c1C,qm9/Cc1cccc(N)c1C.pickle,qm9,canonical
1589,Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,qm9/Cc1ccc(N)c(C)c1.pickle,qm9,canonical
1590,Cc1c(N)cccc1N,Cc1c(N)cccc1N,qm9/Cc1c(N)cccc1N.pickle,qm9,canonical
1591,Cc1ccc(N)cc1C,Cc1ccc(N)cc1C,qm9/Cc1ccc(N)cc1C.pickle,qm9,canonical
1593,Cc1ccc(N)c(N)c1,Cc1ccc(N)c(N)c1,qm9/Cc1ccc(N)c(N)c1.pickle,qm9,canonical
1594,Cc1cccc(C)c1N,Cc1cccc(C)c1N,qm9/Cc1cccc(C)c1N.pickle,qm9,canonical
1595,Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,qm9/Cc1ccc(N)cc1N.pickle,qm9,canonical
1596,Cc1ccc(C)c(N)c1,Cc1ccc(C)c(N)c1,qm9/Cc1ccc(C)c(N)c1.pickle,qm9,canonical
1597,CSc1nc2ccccc2s1,CSc1nc2ccccc2s1,drugs/CSc1nc2ccccc2s1.pickle,drugs,canonical
1612,Nn1nnc2ccccc21,Nn1nnc2ccccc21,drugs/Nn1nnc2ccccc21.pickle,drugs,canonical
1616,Clc1cnccn1,Clc1cnccn1,drugs/Clc1cnccn1.pickle,drugs,canonical
1630,c1ccc2c(c1)cnc1ccccc12,c1ccc2c(c1)cnc1ccccc12,drugs/c1ccc2c(c1)cnc1ccccc12.pickle,drugs,canonical
1633,CCC(CO)(CO)CO,CCC(CO)(CO)CO,qm9/CCC(CO)(CO)CO.pickle,qm9,canonical
1681,O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1,drugs/O=C(O)c1ccc(O)cc1.pickle,drugs,canonical
1689,Cc1cccc(C=O)c1,Cc1cccc(C=O)c1,qm9/Cc1cccc(C=O)c1.pickle,qm9,canonical
1690,Cc1ccccc1C=O,Cc1ccccc1C=O,qm9/Cc1ccccc1C=O.pickle,qm9,canonical
1692,O=CCc1ccccc1,O=CCc1ccccc1,qm9/O=CCc1ccccc1.pickle,qm9,canonical
1695,COc1cccc(C)c1,COc1cccc(C)c1,qm9/COc1cccc(C)c1.pickle,qm9,canonical
1698,O=C1NCCN1,O=C1NCCN1,qm9/O=C1NCCN1.pickle,qm9,canonical
1699,S=C1NCCN1,S=C1NCCN1,drugs/S=C1NCCN1.pickle,drugs,canonical
1700,O=C1CNC(=O)N1,O=C1CNC(=O)N1,qm9/O=C1CNC(=O)N1.pickle,qm9,canonical
1704,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,drugs/CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4.pickle,drugs,canonical
1706,C=C(C)C1CCC2(CO)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,drugs/C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12.pickle,drugs,no_stereo
1719,[H]O[C@H]1[C@H](O[H])[C@H](O[H])[C@H](O[H])[C@@H](O[H])[C@H]1O[H],OC1C(O)C(O)C(O)C(O)C1O,drugs/OC1C(O)C(O)C(O)C(O)C1O.pickle,drugs,no_stereo
1721,C=C(C)C1CCC2(C)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,drugs/C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12.pickle,drugs,no_stereo
1730,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,drugs/COc1cc(_C=C_C(=O)_C=C(O)_C=C_c2ccc(O)c(OC)c2)ccc1O.pickle,drugs,canonical
1736,C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1,CC1=CCCC(C)=CCC(C)(C)C=CC1,drugs/CC1=CCCC(C)=CCC(C)(C)C=CC1.pickle,drugs,no_stereo
1765,C=C1CC/C=C(\C)CCC2C1CC2(C)C,C=C1CCC=C(C)CCC2C1CC2(C)C,drugs/C=C1CCC=C(C)CCC2C1CC2(C)C.pickle,drugs,no_stereo
1782,O=C(O)CCCCCCCC(=O)O,O=C(O)CCCCCCCC(=O)O,drugs/O=C(O)CCCCCCCC(=O)O.pickle,drugs,canonical
1783,O=C(O)/C=C/c1ccccc1,O=C(O)/C=C/c1ccccc1,drugs/O=C(O)_C=C_c1ccccc1.pickle,drugs,canonical
1784,CCCCCCC(C)=O,CCCCCCC(C)=O,qm9/CCCCCCC(C)=O.pickle,qm9,canonical
1785,OC1CCCC1,OC1CCCC1,qm9/OC1CCCC1.pickle,qm9,canonical
1787,O=C1C=CC(=O)C1,O=C1C=CC(=O)C1,qm9/O=C1C=CC(=O)C1.pickle,qm9,canonical
1788,O=C1CCC(=O)CC1,O=C1CCC(=O)CC1,qm9/O=C1CCC(=O)CC1.pickle,qm9,canonical
1821,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,drugs/C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O.pickle,drugs,canonical
1854,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,drugs/COc1cc(O)cc(O)c1C(=O)_C=C_c1ccccc1.pickle,drugs,canonical
1858,Cc1cc(C)n2ncnc2n1,Cc1cc(C)n2ncnc2n1,drugs/Cc1cc(C)n2ncnc2n1.pickle,drugs,canonical
1862,Cc1cc(O)ccc1Cl,Cc1cc(O)ccc1Cl,drugs/Cc1cc(O)ccc1Cl.pickle,drugs,canonical
1864,Cc1c[nH]cn1,Cc1c[nH]cn1,qm9/Cc1c[nH]cn1.pickle,qm9,canonical
1878,CC1=CC(=O)C(C(C)C)=CC1=O,CC1=CC(=O)C(C(C)C)=CC1=O,drugs/CC1=CC(=O)C(C(C)C)=CC1=O.pickle,drugs,canonical
1885,C[C@H]1CC[C@@H](O)CC1,C[C@H]1CC[C@@H](O)CC1,qm9/C[C@H]1CC[C@@H](O)CC1.pickle,qm9,canonical
1890,Cc1cccnc1,Cc1cccnc1,qm9/Cc1cccnc1.pickle,qm9,canonical
1891,CCc1cccnc1,CCc1cccnc1,qm9/CCc1cccnc1.pickle,qm9,canonical
1896,OCc1cccnc1,OCc1cccnc1,qm9/OCc1cccnc1.pickle,qm9,canonical
1897,CCc1ccccn1,CCc1ccccn1,qm9/CCc1ccccn1.pickle,qm9,canonical
1905,NC(=O)c1cccnc1,NC(=O)c1cccnc1,qm9/NC(=O)c1cccnc1.pickle,qm9,canonical
1906,CN(C)c1ccccn1,CN(C)c1ccccn1,qm9/CN(C)c1ccccn1.pickle,qm9,canonical
1911,Cc1ccncn1,Cc1ccncn1,qm9/Cc1ccncn1.pickle,qm9,canonical
1912,Cc1cnccn1,Cc1cnccn1,qm9/Cc1cnccn1.pickle,qm9,canonical
1917,O=C(O)c1cccc(C(=O)O)n1,O=C(O)c1cccc(C(=O)O)n1,drugs/O=C(O)c1cccc(C(=O)O)n1.pickle,drugs,canonical
1918,CCc1ccc(N)cc1,CCc1ccc(N)cc1,qm9/CCc1ccc(N)cc1.pickle,qm9,canonical
1921,CCc1cccc(N)c1,CCc1cccc(N)c1,qm9/CCc1cccc(N)c1.pickle,qm9,canonical
1927,Cc1cc[nH]n1,Cc1cc[nH]n1,qm9/Cc1cc[nH]n1.pickle,qm9,canonical
1928,C1=CC2CCC1ON2c1ccccc1,C1=CC2CCC1ON2c1ccccc1,drugs/C1=CC2CCC1ON2c1ccccc1.pickle,drugs,canonical
1937,COc1ccc(C=O)c(OC)c1,COc1ccc(C=O)c(OC)c1,drugs/COc1ccc(C=O)c(OC)c1.pickle,drugs,canonical
1939,Nc1ccc(C(=O)NCC(=O)O)cc1,Nc1ccc(C(=O)NCC(=O)O)cc1,drugs/Nc1ccc(C(=O)NCC(=O)O)cc1.pickle,drugs,canonical
1944,Cc1ccccc1N,Cc1ccccc1N,qm9/Cc1ccccc1N.pickle,qm9,canonical
1945,Cc1cccc(N)c1,Cc1cccc(N)c1,qm9/Cc1cccc(N)c1.pickle,qm9,canonical
1946,Cc1ccc(N)cc1,Cc1ccc(N)cc1,qm9/Cc1ccc(N)cc1.pickle,qm9,canonical
1947,Cc1cccc(C)n1,Cc1cccc(C)n1,qm9/Cc1cccc(C)n1.pickle,qm9,canonical
1948,Cc1ccncc1C,Cc1ccncc1C,qm9/Cc1ccncc1C.pickle,qm9,canonical
1949,Cc1cccnc1C,Cc1cccnc1C,qm9/Cc1cccnc1C.pickle,qm9,canonical
1950,COC(=O)c1ccncc1,COC(=O)c1ccncc1,drugs/COC(=O)c1ccncc1.pickle,drugs,canonical
1954,Cc1ccc(O)c(O)c1,Cc1ccc(O)c(O)c1,qm9/Cc1ccc(O)c(O)c1.pickle,qm9,canonical
1955,Cc1c(O)cccc1O,Cc1c(O)cccc1O,qm9/Cc1c(O)cccc1O.pickle,qm9,canonical
1956,Cc1cc(O)ccc1O,Cc1cc(O)ccc1O,qm9/Cc1cc(O)ccc1O.pickle,qm9,canonical
1957,Cc1cc(O)cc(O)c1,Cc1cc(O)cc(O)c1,qm9/Cc1cc(O)cc(O)c1.pickle,qm9,canonical
1958,Cc1ncc[nH]1,Cc1ncc[nH]1,drugs/Cc1ncc[nH]1.pickle,drugs,canonical
1959,Cc1ccc(C#N)cc1,Cc1ccc(C#N)cc1,qm9/Cc1ccc(C#N)cc1.pickle,qm9,canonical
1960,O=CN1CCCCC1,O=CN1CCCCC1,qm9/O=CN1CCCCC1.pickle,qm9,canonical
1963,Fc1ccccc1,Fc1ccccc1,qm9/Fc1ccccc1.pickle,qm9,canonical
1964,CCN1CCCC1=O,CCN1CCCC1=O,qm9/CCN1CCCC1=O.pickle,qm9,canonical
1966,C/C=C/C=C/C(=O)O,CC=CC=CC(=O)O,drugs/CC=CC=CC(=O)O.pickle,drugs,no_stereo
1971,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,drugs/CC(=O)Oc1ccccc1C(=O)O.pickle,drugs,canonical
1979,Cc1cccc(C(=O)O)c1O,Cc1cccc(C(=O)O)c1O,drugs/Cc1cccc(C(=O)O)c1O.pickle,drugs,canonical
1980,O=C(O)/C=C/c1ccc(O)c(O)c1,O=C(O)/C=C/c1ccc(O)c(O)c1,drugs/O=C(O)_C=C_c1ccc(O)c(O)c1.pickle,drugs,canonical
1996,COc1cc(C=O)cc(OC)c1OC,COc1cc(C=O)cc(OC)c1OC,drugs/COc1cc(C=O)cc(OC)c1OC.pickle,drugs,canonical
1998,O=C(O)c1cc(O)c(O)c(O)c1,O=C(O)c1cc(O)c(O)c(O)c1,drugs/O=C(O)c1cc(O)c(O)c(O)c1.pickle,drugs,canonical
2003,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,drugs/COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43.pickle,drugs,canonical
2009,Cc1ccno1,Cc1ccno1,qm9/Cc1ccno1.pickle,qm9,canonical
2012,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,drugs/CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.pickle,drugs,canonical
2018,COCC#N,COCC#N,qm9/COCC#N.pickle,qm9,canonical
2019,COCCC#N,COCCC#N,qm9/COCCC#N.pickle,qm9,canonical
2020,CCOCCC#N,CCOCCC#N,qm9/CCOCCC#N.pickle,qm9,canonical
2022,CN(C)CCC#N,CN(C)CCC#N,qm9/CN(C)CCC#N.pickle,qm9,canonical
2023,COC(=O)CC#N,COC(=O)CC#N,qm9/COC(=O)CC#N.pickle,qm9,canonical
2034,Nc1cc[nH]n1,Nc1cc[nH]n1,qm9/Nc1cc[nH]n1.pickle,qm9,canonical
2038,NC(=O)c1cnccn1,NC(=O)c1cnccn1,qm9/NC(=O)c1cnccn1.pickle,qm9,canonical
2039,CC(O)CC(C)(C)O,CC(O)CC(C)(C)O,drugs/CC(O)CC(C)(C)O.pickle,drugs,canonical
2050,CCOC(=O)c1ccoc1,CCOC(=O)c1ccoc1,drugs/CCOC(=O)c1ccoc1.pickle,drugs,canonical
2055,c1ccc2c(c1)ncc1cccn12,c1ccc2c(c1)ncc1cccn12,drugs/c1ccc2c(c1)ncc1cccn12.pickle,drugs,canonical
2056,Cc1cccc(C#N)c1,Cc1cccc(C#N)c1,qm9/Cc1cccc(C#N)c1.pickle,qm9,canonical
2067,CNc1cccc(C)c1,CNc1cccc(C)c1,qm9/CNc1cccc(C)c1.pickle,qm9,canonical
2068,CNc1ccccc1C,CNc1ccccc1C,qm9/CNc1ccccc1C.pickle,qm9,canonical
2123,[H]OC(=O)C(C)N1C(=O)c2ccccc2C1=O,CC(C(=O)O)N1C(=O)c2ccccc2C1=O,drugs/CC(C(=O)O)N1C(=O)c2ccccc2C1=O.pickle,drugs,canonical
2137,[H]N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,drugs/CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1.pickle,drugs,canonical
2166,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,drugs/COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2.pickle,drugs,no_stereo
2231,Nc1ccc(C=O)cc1,Nc1ccc(C=O)cc1,qm9/Nc1ccc(C=O)cc1.pickle,qm9,canonical
2233,COc1ccc(/C=C/C(=O)O)cc1,COc1ccc(/C=C/C(=O)O)cc1,drugs/COc1ccc(_C=C_C(=O)O)cc1.pickle,drugs,canonical
2243,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,drugs/COC(=O)_C=C_c1ccccc1.pickle,drugs,canonical
2292,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,drugs/O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.pickle,drugs,canonical
2303,CCCC(CC)CCC,CCCC(CC)CCC,qm9/CCCC(CC)CCC.pickle,qm9,canonical
2311,CCC(CC)C(C)(C)C,CCC(CC)C(C)(C)C,qm9/CCC(CC)C(C)(C)C.pickle,qm9,canonical
2317,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,drugs/CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.pickle,drugs,canonical
2354,CC(C)CCC(C)C,CC(C)CCC(C)C,qm9/CC(C)CCC(C)C.pickle,qm9,canonical
2361,CCOC(N)=O,CCOC(N)=O,qm9/CCOC(N)=O.pickle,qm9,canonical
2363,CCOCCO,CCOCCO,qm9/CCOCCO.pickle,qm9,canonical
2377,CCCC(=O)CCC,CCCC(=O)CCC,qm9/CCCC(=O)CCC.pickle,qm9,canonical
2378,CCCCC(=O)CC,CCCCC(=O)CC,qm9/CCCCC(=O)CC.pickle,qm9,canonical
2379,CCC(CC)(CO)CO,CCC(CC)(CO)CO,qm9/CCC(CC)(CO)CO.pickle,qm9,canonical
2383,CCCC1CCCC1,CCCC1CCCC1,qm9/CCCC1CCCC1.pickle,qm9,canonical
2391,COc1ccc(CCN)cc1OC,COc1ccc(CCN)cc1OC,drugs/COc1ccc(CCN)cc1OC.pickle,drugs,canonical
2393,CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC=O,drugs/CC(C)=CCCC(C)CC=O.pickle,drugs,canonical
2397,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,drugs/CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC.pickle,drugs,canonical
2399,CCCCC(C)(C)C,CCCCC(C)(C)C,qm9/CCCCC(C)(C)C.pickle,qm9,canonical
2400,CCCC(CC)CC,CCCC(CC)CC,qm9/CCCC(CC)CC.pickle,qm9,canonical
2401,CC(=O)N1CCOCC1,CC(=O)N1CCOCC1,qm9/CC(=O)N1CCOCC1.pickle,qm9,canonical
2402,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,O=C(O)C1=CC(O)C(O)C(O)C1,drugs/O=C(O)C1=CC(O)C(O)C(O)C1.pickle,drugs,no_stereo
2408,COC(=O)c1cc(O)c(O)c(O)c1,COC(=O)c1cc(O)c(O)c(O)c1,drugs/COC(=O)c1cc(O)c(O)c(O)c1.pickle,drugs,canonical
2409,NC(=S)NC(=O)c1ccccc1,NC(=S)NC(=O)c1ccccc1,drugs/NC(=S)NC(=O)c1ccccc1.pickle,drugs,canonical
2416,Nc1ccnc(=O)[nH]1,Nc1ccnc(=O)[nH]1,qm9/Nc1ccnc(=O)[nH]1.pickle,qm9,canonical
2417,CC(C)(N)C(=O)O,CC(C)(N)C(=O)O,qm9/CC(C)(N)C(=O)O.pickle,qm9,canonical
2423,O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1,drugs/O=C(O)c1cccc(C(=O)O)c1.pickle,drugs,canonical
2425,O=C(Nc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,drugs/O=C(Nc1ccccc1)Nc1ccccc1.pickle,drugs,canonical
2433,CC(C)(O)C#N,CC(C)(O)C#N,qm9/CC(C)(O)C#N.pickle,qm9,canonical
2438,CC(C)C1CCCCC1,CC(C)C1CCCCC1,qm9/CC(C)C1CCCCC1.pickle,qm9,canonical
2440,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,drugs/CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.pickle,drugs,canonical
2455,Cc1cccc(O)c1C,Cc1cccc(O)c1C,qm9/Cc1cccc(O)c1C.pickle,qm9,canonical
2457,CCCc1cc(=O)[nH]c(=S)[nH]1,CCCc1cc(=O)[nH]c(=S)[nH]1,drugs/CCCc1cc(=O)[nH]c(=S)[nH]1.pickle,drugs,canonical
2474,Cc1nc(N)nc(N)n1,Cc1nc(N)nc(N)n1,qm9/Cc1nc(N)nc(N)n1.pickle,qm9,canonical
2475,CC1(C)NC(=O)NC1=O,CC1(C)NC(=O)NC1=O,qm9/CC1(C)NC(=O)NC1=O.pickle,qm9,canonical
2477,CC(=O)SCC[N+](C)(C)C,CC(=O)SCC[N+](C)(C)C,drugs/CC(=O)SCC[N+](C)(C)C.pickle,drugs,canonical
2493,CCCCCC#N,CCCCCC#N,qm9/CCCCCC#N.pickle,qm9,canonical
2507,CCCCCOC(C)=O,CCCCCOC(C)=O,qm9/CCCCCOC(C)=O.pickle,qm9,canonical
2509,Nc1nc(N)nc(-c2ccccc2)n1,Nc1nc(N)nc(-c2ccccc2)n1,drugs/Nc1nc(N)nc(-c2ccccc2)n1.pickle,drugs,canonical
2510,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,drugs/O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1.pickle,drugs,canonical
2512,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,drugs/CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.pickle,drugs,canonical
2520,O=C(c1ccccc1)c1ccncc1,O=C(c1ccccc1)c1ccncc1,drugs/O=C(c1ccccc1)c1ccncc1.pickle,drugs,canonical
2522,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],drugs/CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].pickle,drugs,canonical
2523,CCC(=O)OCC(C)C,CCC(=O)OCC(C)C,qm9/CCC(=O)OCC(C)C.pickle,qm9,canonical
2524,CCCCOC(=O)c1ccc(O)cc1,CCCCOC(=O)c1ccc(O)cc1,drugs/CCCCOC(=O)c1ccc(O)cc1.pickle,drugs,canonical
2525,CCCCOC(=O)CC,CCCCOC(=O)CC,qm9/CCCCOC(=O)CC.pickle,qm9,canonical
2526,COc1ccccc1C,COc1ccccc1C,qm9/COc1ccccc1C.pickle,qm9,canonical
2529,CCc1cccc(C)c1,CCc1cccc(C)c1,qm9/CCc1cccc(C)c1.pickle,qm9,canonical
2530,CCc1ccc(C)cc1,CCc1ccc(C)cc1,qm9/CCc1ccc(C)cc1.pickle,qm9,canonical
2531,CCc1ccccc1C,CCc1ccccc1C,qm9/CCc1ccccc1C.pickle,qm9,canonical
2537,Cc1cc(C)cc(O)c1,Cc1cc(C)cc(O)c1,qm9/Cc1cc(C)cc(O)c1.pickle,qm9,canonical
2553,CC(=O)OCC(C)C,CC(=O)OCC(C)C,qm9/CC(=O)OCC(C)C.pickle,qm9,canonical
