graph_idx,graph_smiles,canonical_smiles,pickle_path,source,match_type
5572,[H]OC/C(C)=C/CN([H])c1ncnc2c1ncn2[H],C/C(=C\CNc1ncnc2[nH]cnc12)CO,drugs/C_C(=C\CNc1ncnc2[nH]cnc12)CO.pickle,drugs,canonical
5575,[H]Oc1cc2oc3c4ccccc4oc(=O)c3c2cc1O[H],O=c1oc2ccccc2c2oc3cc(O)c(O)cc3c12,drugs/O=c1oc2ccccc2c2oc3cc(O)c(O)cc3c12.pickle,drugs,canonical
5579,[H]N([H])C(=O)CN([H])C(=O)C(CC(C)C)N([H])C(=O)C1CCCN1[H],CC(C)CC(NC(=O)C1CCCN1)C(=O)NCC(N)=O,drugs/CC(C)CC(NC(=O)C1CCCN1)C(=O)NCC(N)=O.pickle,drugs,canonical
5585,CC(=O)OCC[N+](C)(C)C,CC(=O)OCC[N+](C)(C)C,drugs/CC(=O)OCC[N+](C)(C)C.pickle,drugs,canonical
5595,N#CC1CCCCC1,N#CC1CCCCC1,qm9/N#CC1CCCCC1.pickle,qm9,canonical
5614,[H]N([H])c1ccncc1N([H])[H],Nc1ccncc1N,drugs/Nc1ccncc1N.pickle,drugs,canonical
5615,[H]N([H])c1cc(N([H])[H])nc(N([H])[H])n1,Nc1cc(N)nc(N)n1,qm9/Nc1cc(N)nc(N)n1.pickle,qm9,canonical
5624,COC(=O)C(F)(F)F,COC(=O)C(F)(F)F,qm9/COC(=O)C(F)(F)F.pickle,qm9,canonical
5628,COCC(C)=O,COCC(C)=O,qm9/COCC(C)=O.pickle,qm9,canonical
5637,[H]N1C(=O)N([H])C(=O)C(CC)(c2ccccc2)C1=O,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,drugs/CCC1(c2ccccc2)C(=O)NC(=O)NC1=O.pickle,drugs,canonical
5638,[H]n1c2ccccc2c(=O)c2ccccc21,O=c1c2ccccc2[nH]c2ccccc12,drugs/O=c1c2ccccc2[nH]c2ccccc12.pickle,drugs,canonical
5683,[H]N([H])c1ccc2c(c1)Cc1ccccc1-2,Nc1ccc2c(c1)Cc1ccccc1-2,drugs/Nc1ccc2c(c1)Cc1ccccc1-2.pickle,drugs,canonical
5745,[H]Oc1ccc(/C=C/[N+](=O)[O-])cc1OC,COc1cc(/C=C/[N+](=O)[O-])ccc1O,drugs/COc1cc(_C=C_[N+](=O)[O-])ccc1O.pickle,drugs,canonical
5772,CC(=O)c1ccco1,CC(=O)c1ccco1,qm9/CC(=O)c1ccco1.pickle,qm9,canonical
5869,CC(=O)N1c2ccccc2Sc2ccccc21,CC(=O)N1c2ccccc2Sc2ccccc21,drugs/CC(=O)N1c2ccccc2Sc2ccccc21.pickle,drugs,canonical
5870,[H]N1c2ccccc2Sc2ccc(C(C)=O)cc21,CC(=O)c1ccc2c(c1)Nc1ccccc1S2,drugs/CC(=O)c1ccc2c(c1)Nc1ccccc1S2.pickle,drugs,canonical
5874,[H][N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,drugs/C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.pickle,drugs,canonical
5886,[H]Oc1ccc2nc(N([H])[H])sc2c1,Nc1nc2ccc(O)cc2s1,drugs/Nc1nc2ccc(O)cc2s1.pickle,drugs,canonical
5887,[H]N([H])c1nc2ccc(N([H])C(C)=O)cc2s1,CC(=O)Nc1ccc2nc(N)sc2c1,drugs/CC(=O)Nc1ccc2nc(N)sc2c1.pickle,drugs,canonical
5888,[H]N([H])c1nc2ccc(OC)cc2s1,COc1ccc2nc(N)sc2c1,drugs/COc1ccc2nc(N)sc2c1.pickle,drugs,canonical
5914,[H]N(c1ccccc1)c1nc2ccccc2s1,c1ccc(Nc2nc3ccccc3s2)cc1,drugs/c1ccc(Nc2nc3ccccc3s2)cc1.pickle,drugs,canonical
5969,[H]OCc1cnc(C)c(O[H])c1CO[H],Cc1ncc(CO)c(CO)c1O,drugs/Cc1ncc(CO)c(CO)c1O.pickle,drugs,canonical
6015,[H]n1c2ccccc2c2ccnc(C)c21,Cc1nccc2c1[nH]c1ccccc12,drugs/Cc1nccc2c1[nH]c1ccccc12.pickle,drugs,canonical
6029,[H]N([H])C(=O)C1CCCN1C(=O)C(Cc1cn([H])cn1)N([H])C(=O)C1CCC(=O)N1[H],NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,drugs/NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1.pickle,drugs,canonical
6057,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,drugs/CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1.pickle,drugs,canonical
6069,[H]OC(=O)c1cccc2nc3ccccc3nc12,O=C(O)c1cccc2nc3ccccc3nc12,drugs/O=C(O)c1cccc2nc3ccccc3nc12.pickle,drugs,canonical
6125,[H]OCCC(=O)c1ccc(O[H])cc1,O=C(CCO)c1ccc(O)cc1,drugs/O=C(CCO)c1ccc(O)cc1.pickle,drugs,canonical
6159,[H]Oc1ccc(Cl)c2cccnc12,Oc1ccc(Cl)c2cccnc12,drugs/Oc1ccc(Cl)c2cccnc12.pickle,drugs,canonical
6161,[H]Oc1cccc2cccnc12,Oc1cccc2cccnc12,drugs/Oc1cccc2cccnc12.pickle,drugs,canonical
6167,c1ccc(-n2c3ccccc3c3ccccc32)cc1,c1ccc(-n2c3ccccc3c3ccccc32)cc1,drugs/c1ccc(-n2c3ccccc3c3ccccc32)cc1.pickle,drugs,canonical
6170,[H]OC/C=C(/C)CCC=C(C)C,CC(C)=CCCC(C)=CCO,drugs/CC(C)=CCCC(C)=CCO.pickle,drugs,no_stereo
6172,[H]n1nc(-c2ccccc2)cc1C,Cc1cc(-c2ccccc2)n[nH]1,drugs/Cc1cc(-c2ccccc2)n[nH]1.pickle,drugs,canonical
6173,Cn1ccc(-c2ccccc2)n1,Cn1ccc(-c2ccccc2)n1,drugs/Cn1ccc(-c2ccccc2)n1.pickle,drugs,canonical
6182,[H]OC(=O)c1cn(CC)c2cc3c(cc2c1=O)OCO3,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,drugs/CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3.pickle,drugs,canonical
6247,[H]N([H])c1sc(-c2ccccc2)cc1C(=O)OCC,CCOC(=O)c1cc(-c2ccccc2)sc1N,drugs/CCOC(=O)c1cc(-c2ccccc2)sc1N.pickle,drugs,canonical
6345,[H]Oc1cc2c(c(O[H])c1)C(=O)/C=C/CCCC(C)OC(=O)C2,CC1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,drugs/CC1CCC_C=C_C(=O)c2c(O)cc(O)cc2CC(=O)O1.pickle,drugs,canonical
6524,N#Cc1cnn(-c2ccccc2)c1N,N#Cc1cnn(-c2ccccc2)c1N,drugs/N#Cc1cnn(-c2ccccc2)c1N.pickle,drugs,canonical
6527,Cn1ncc(C#N)c1N,Cn1ncc(C#N)c1N,qm9/Cn1ncc(C#N)c1N.pickle,qm9,canonical
6530,NC(=O)n1cccn1,NC(=O)n1cccn1,qm9/NC(=O)n1cccn1.pickle,qm9,canonical
6531,CNC(=O)n1cccn1,CNC(=O)n1cccn1,qm9/CNC(=O)n1cccn1.pickle,qm9,canonical
6545,Nc1ccc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1ccc(Br)c2c1C(=O)c1ccccc1C2=O,drugs/Nc1ccc(Br)c2c1C(=O)c1ccccc1C2=O.pickle,drugs,canonical
6569,Cc1c[nH]c2ccccc12,Cc1c[nH]c2ccccc12,drugs/Cc1c[nH]c2ccccc12.pickle,drugs,canonical
6588,[H][N+]([H])([H])CCO/N=C(\CCCCOC)c1ccc(C(F)(F)F)cc1,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,drugs/COCCCC_C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1.pickle,drugs,canonical
6589,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,drugs/COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1.pickle,drugs,canonical
6601,O=C(O)/C=C/c1ccc(O)cc1,O=C(O)/C=C/c1ccc(O)cc1,drugs/O=C(O)_C=C_c1ccc(O)cc1.pickle,drugs,canonical
6726,COc1ccc2c(c1)[nH]c1c(C)nccc12,COc1ccc2c(c1)[nH]c1c(C)nccc12,drugs/COc1ccc2c(c1)[nH]c1c(C)nccc12.pickle,drugs,canonical
6727,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,drugs/COc1ccc2c3c([nH]c2c1)C(C)=NCC3.pickle,drugs,canonical
6736,CC(=O)c1cnc2cc(C)nn2c1C,CC(=O)c1cnc2cc(C)nn2c1C,drugs/CC(=O)c1cnc2cc(C)nn2c1C.pickle,drugs,canonical
6828,[H][C@@]12CCC(=O)[C@]1([H])CC2,O=C1CC[C@H]2CC[C@@H]12,qm9/O=C1CC[C@H]2CC[C@@H]12.pickle,qm9,canonical
6830,COc1ccccn1,COc1ccccn1,qm9/COc1ccccn1.pickle,qm9,canonical
6851,COc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1OC,COc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1OC,drugs/COc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1OC.pickle,drugs,canonical
6870,c1cnn2nccc2n1,c1cnn2nccc2n1,qm9/c1cnn2nccc2n1.pickle,qm9,canonical
6882,O[C@@H]1[C@@H](O)[C@H](OCc2ccccc2)OC[C@H]1O,OC1COC(OCc2ccccc2)C(O)C1O,drugs/OC1COC(OCc2ccccc2)C(O)C1O.pickle,drugs,no_stereo
6886,Fc1ccccn1,Fc1ccccn1,qm9/Fc1ccccn1.pickle,qm9,canonical
6910,c1ccn2ncnc2c1,c1ccn2ncnc2c1,qm9/c1ccn2ncnc2c1.pickle,qm9,canonical
6912,Nc1c2c(nc3ccccc13)CCCC2=O,Nc1c2c(nc3ccccc13)CCCC2=O,drugs/Nc1c2c(nc3ccccc13)CCCC2=O.pickle,drugs,canonical
6937,Cc1nc2ccccc2n1-c1ccccc1,Cc1nc2ccccc2n1-c1ccccc1,drugs/Cc1nc2ccccc2n1-c1ccccc1.pickle,drugs,canonical
6938,NC(=O)CCn1cnc2ccccc21,NC(=O)CCn1cnc2ccccc21,drugs/NC(=O)CCn1cnc2ccccc21.pickle,drugs,canonical
6941,c1ccc2c(c1)ncn2CCn1cnc2ccccc21,c1ccc2c(c1)ncn2CCn1cnc2ccccc21,drugs/c1ccc2c(c1)ncn2CCn1cnc2ccccc21.pickle,drugs,canonical
6943,c1ccc(-c2nc3ccccc3[nH]2)nc1,c1ccc(-c2nc3ccccc3[nH]2)nc1,drugs/c1ccc(-c2nc3ccccc3[nH]2)nc1.pickle,drugs,canonical
6951,CCc1ccnc(F)c1,CCc1ccnc(F)c1,qm9/CCc1ccnc(F)c1.pickle,qm9,canonical
6995,c1ccc2nc3ccccc3nc2c1,c1ccc2nc3ccccc3nc2c1,drugs/c1ccc2nc3ccccc3nc2c1.pickle,drugs,canonical
7001,Nc1cc2nc3ccccc3oc-2cc1=O,Nc1cc2nc3ccccc3oc-2cc1=O,drugs/Nc1cc2nc3ccccc3oc-2cc1=O.pickle,drugs,canonical
7054,c1cnc2c(c1)CCC2,c1cnc2c(c1)CCC2,qm9/c1cnc2c(c1)CCC2.pickle,qm9,canonical
7137,CCOC(=O)c1[nH]c2ccccc2c1NC(C)=O,CCOC(=O)c1[nH]c2ccccc2c1NC(C)=O,drugs/CCOC(=O)c1[nH]c2ccccc2c1NC(C)=O.pickle,drugs,canonical
7162,O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1ccccn1,O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1ccccn1,drugs/O=C(COc1ccc(Cl)cc1Cl)N_N=C_c1ccccn1.pickle,drugs,canonical
7219,O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,drugs/O=C(_C=C_c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O.pickle,drugs,canonical
7223,[H]N1CCCC1,C1CCNC1,drugs/C1CCNC1.pickle,drugs,canonical
7250,C#CCCCC(=O)OC,C#CCCCC(=O)OC,qm9/C#CCCCC(=O)OC.pickle,qm9,canonical
7255,CC(=O)CC(C)(C)C,CC(=O)CC(C)(C)C,qm9/CC(=O)CC(C)(C)C.pickle,qm9,canonical
7258,CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,qm9/CC(=O)CC(C)(C)O.pickle,qm9,canonical
7259,CC(=O)C(C)(C)O,CC(=O)C(C)(C)O,qm9/CC(=O)C(C)(C)O.pickle,qm9,canonical
7308,Cc1nsc2nc3c(F)c(F)c(F)c(F)c3cc12,Cc1nsc2nc3c(F)c(F)c(F)c(F)c3cc12,drugs/Cc1nsc2nc3c(F)c(F)c(F)c(F)c3cc12.pickle,drugs,canonical
7330,O=C(O)c1ccccc1C(=O)O,O=C(O)c1ccccc1C(=O)O,drugs/O=C(O)c1ccccc1C(=O)O.pickle,drugs,canonical
7376,[H]OCCCC(C)C,CC(C)CCCO,qm9/CC(C)CCCO.pickle,qm9,canonical
7389,CC(C)[C@@H]1CC[C@@H](C)CC1=O,CC1CCC(C(C)C)C(=O)C1,drugs/CC1CCC(C(C)C)C(=O)C1.pickle,drugs,no_stereo
7408,C#CC(=O)N1CCCC1,C#CC(=O)N1CCCC1,qm9/C#CC(=O)N1CCCC1.pickle,qm9,canonical
7422,[H]C#CCC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],C#CCC1CCCCC1,qm9/C#CCC1CCCCC1.pickle,qm9,canonical
7454,[H]n1c(C(=O)OCC)cc2cc(OC)ccc21,CCOC(=O)c1cc2cc(OC)ccc2[nH]1,drugs/CCOC(=O)c1cc2cc(OC)ccc2[nH]1.pickle,drugs,canonical
7467,[H]C#CC(C)(CC)O[H],C#CC(C)(O)CC,drugs/C#CC(C)(O)CC.pickle,drugs,canonical
7469,[H]Oc1cc(C(=O)c2ccc(C)cc2)cc([N+](=O)[O-])c1O[H],Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,drugs/Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1.pickle,drugs,canonical
7470,[H]N1c2ccccc2N=C(N2CCN(C)CC2)c2cc(C)sc21,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,drugs/Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.pickle,drugs,canonical
7481,Cc1ccc(C(C)C)cc2c(C)ccc1-2,Cc1ccc(C(C)C)cc2c(C)ccc1-2,drugs/Cc1ccc(C(C)C)cc2c(C)ccc1-2.pickle,drugs,canonical
7498,O=[N+]([O-])c1ccc(C2=NCCO2)cc1,O=[N+]([O-])c1ccc(C2=NCCO2)cc1,drugs/O=[N+]([O-])c1ccc(C2=NCCO2)cc1.pickle,drugs,canonical
7516,CC#CC(=O)OCC,CC#CC(=O)OCC,qm9/CC#CC(=O)OCC.pickle,qm9,canonical
7530,ClCC1CO1,ClCC1CO1,drugs/ClCC1CO1.pickle,drugs,canonical
7557,[H]OCC1OC(Oc2ccc(O[H])cc2)C(O[H])C(O[H])C1O[H],OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,drugs/OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O.pickle,drugs,canonical
7592,[H]Oc1ccc(N2C(=O)C=CC2=O)cc1,O=C1C=CC(=O)N1c1ccc(O)cc1,drugs/O=C1C=CC(=O)N1c1ccc(O)cc1.pickle,drugs,canonical
7609,CC#CC=O,CC#CC=O,qm9/CC#CC=O.pickle,qm9,canonical
7674,[H]N1C(=O)N([H])C(c2ccccc2)(c2ccccc2)C1=O,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,drugs/O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1.pickle,drugs,canonical
7694,[H]OC(C(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1,drugs/O=C(c1ccccc1)C(O)c1ccccc1.pickle,drugs,canonical
7721,[H]Oc1ccc(C(=O)Cc2ccccn2)c(O[H])c1,O=C(Cc1ccccn1)c1ccc(O)cc1O,drugs/O=C(Cc1ccccn1)c1ccc(O)cc1O.pickle,drugs,canonical
7744,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,drugs/c1ccc(-c2ccccn2)nc1.pickle,drugs,canonical
7748,[H]Oc1cc(C=O)ccc1OC,COc1ccc(C=O)cc1O,drugs/COc1ccc(C=O)cc1O.pickle,drugs,canonical
7753,[H]Oc1cc(C)c2c3c(C)cc(O[H])c4c(=O)c5c(O[H])cc(O[H])c6c7c(O[H])cc(O[H])c8c(=O)c1c2c(c87)c(c43)c56,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,drugs/Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65.pickle,drugs,canonical
7783,CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1,CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1,drugs/CC(=O)c1ccc(OCCCCOc2ccc(C(C)=O)cc2)cc1.pickle,drugs,canonical
7852,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,drugs/O=C(_C=C_c1ccccc1)_C=C_c1ccccc1.pickle,drugs,canonical
7857,COc1ccc(C(N)=S)cc1,COc1ccc(C(N)=S)cc1,drugs/COc1ccc(C(N)=S)cc1.pickle,drugs,canonical
7916,[H]OC(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O,O=C(O)CN1C(=O)C2C3C=CC(C3)C2C1=O,drugs/O=C(O)CN1C(=O)C2C3C=CC(C3)C2C1=O.pickle,drugs,canonical
7948,[H]Oc1ccccc1C(=O)Oc1ccccc1,O=C(Oc1ccccc1)c1ccccc1O,drugs/O=C(Oc1ccccc1)c1ccccc1O.pickle,drugs,canonical
8001,COC(=O)c1ccc[nH]1,COC(=O)c1ccc[nH]1,qm9/COC(=O)c1ccc[nH]1.pickle,qm9,canonical
8003,O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,qm9/O=Cc1ccc[nH]1.pickle,qm9,canonical
8007,CC(=O)c1ccc[nH]1,CC(=O)c1ccc[nH]1,qm9/CC(=O)c1ccc[nH]1.pickle,qm9,canonical
8008,O=Cc1cc[nH]c1,O=Cc1cc[nH]c1,qm9/O=Cc1cc[nH]c1.pickle,qm9,canonical
8048,Cc1ccccc1C#N,Cc1ccccc1C#N,qm9/Cc1ccccc1C#N.pickle,qm9,canonical
8052,N#Cc1ccccc1O,N#Cc1ccccc1O,qm9/N#Cc1ccccc1O.pickle,qm9,canonical
8126,Cc1cc2n(n1)CCO2,Cc1cc2n(n1)CCO2,qm9/Cc1cc2n(n1)CCO2.pickle,qm9,canonical
8150,CC1(C)SC2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-],drugs/CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].pickle,drugs,no_stereo
8153,CC1(C)SC2[C@H](NC(=O)C(N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-],drugs/CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-].pickle,drugs,no_stereo
8161,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,drugs/O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1.pickle,drugs,canonical
8257,CN(C)C=C1C(=O)c2ccccc2C1=O,CN(C)C=C1C(=O)c2ccccc2C1=O,drugs/CN(C)C=C1C(=O)c2ccccc2C1=O.pickle,drugs,canonical
8262,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C1c2ccccc2C(=O)C1c1ccccc1,drugs/O=C1c2ccccc2C(=O)C1c1ccccc1.pickle,drugs,canonical
8345,O=[N+]([O-])c1cccc2ncccc12,O=[N+]([O-])c1cccc2ncccc12,drugs/O=[N+]([O-])c1cccc2ncccc12.pickle,drugs,canonical
8398,O=[N+]([O-])c1ccc(O)c2ncccc12,O=[N+]([O-])c1ccc(O)c2ncccc12,drugs/O=[N+]([O-])c1ccc(O)c2ncccc12.pickle,drugs,canonical
8400,O=[N+]([O-])c1ccc2[nH]ncc2c1,O=[N+]([O-])c1ccc2[nH]ncc2c1,drugs/O=[N+]([O-])c1ccc2[nH]ncc2c1.pickle,drugs,canonical
8401,O=[N+]([O-])c1ccc2cn[nH]c2c1,O=[N+]([O-])c1ccc2cn[nH]c2c1,drugs/O=[N+]([O-])c1ccc2cn[nH]c2c1.pickle,drugs,canonical
8425,O=c1c2ccccc2sc2ccc(Cl)cc12,O=c1c2ccccc2sc2ccc(Cl)cc12,drugs/O=c1c2ccccc2sc2ccc(Cl)cc12.pickle,drugs,canonical
8427,COc1ccc2sc3ccccc3c(=O)c2c1,COc1ccc2sc3ccccc3c(=O)c2c1,drugs/COc1ccc2sc3ccccc3c(=O)c2c1.pickle,drugs,canonical
8434,Cc1cc(=O)c2ccccc2s1,Cc1cc(=O)c2ccccc2s1,drugs/Cc1cc(=O)c2ccccc2s1.pickle,drugs,canonical
8468,C#CC1CC1,C#CC1CC1,qm9/C#CC1CC1.pickle,qm9,canonical
8469,CCCCCC1CC1,CCCCCC1CC1,qm9/CCCCCC1CC1.pickle,qm9,canonical
8471,CC[C@H]1C[C@H]1C,CC[C@H]1C[C@H]1C,qm9/CC[C@H]1C[C@H]1C.pickle,qm9,canonical
8474,CC(C)(C)C1CC1,CC(C)(C)C1CC1,qm9/CC(C)(C)C1CC1.pickle,qm9,canonical
8498,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,drugs/N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl.pickle,drugs,canonical
8568,Cc1cc(C)cc(N)c1,Cc1cc(C)cc(N)c1,qm9/Cc1cc(C)cc(N)c1.pickle,qm9,canonical
8572,Nc1ccc(Br)cc1Br,Nc1ccc(Br)cc1Br,drugs/Nc1ccc(Br)cc1Br.pickle,drugs,canonical
8573,Nc1c(F)cccc1F,Nc1c(F)cccc1F,qm9/Nc1c(F)cccc1F.pickle,qm9,canonical
8575,Cc1cccc(N)c1C,Cc1cccc(N)c1C,qm9/Cc1cccc(N)c1C.pickle,qm9,canonical
8576,Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,qm9/Cc1ccc(N)c(C)c1.pickle,qm9,canonical
8577,Cc1c(N)cccc1N,Cc1c(N)cccc1N,qm9/Cc1c(N)cccc1N.pickle,qm9,canonical
8578,Cc1ccc(N)cc1C,Cc1ccc(N)cc1C,qm9/Cc1ccc(N)cc1C.pickle,qm9,canonical
8580,Cc1ccc(N)c(N)c1,Cc1ccc(N)c(N)c1,qm9/Cc1ccc(N)c(N)c1.pickle,qm9,canonical
8581,Cc1cccc(C)c1N,Cc1cccc(C)c1N,qm9/Cc1cccc(C)c1N.pickle,qm9,canonical
8582,Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,qm9/Cc1ccc(N)cc1N.pickle,qm9,canonical
8583,Cc1ccc(C)c(N)c1,Cc1ccc(C)c(N)c1,qm9/Cc1ccc(C)c(N)c1.pickle,qm9,canonical
8589,CSc1nc2ccccc2s1,CSc1nc2ccccc2s1,drugs/CSc1nc2ccccc2s1.pickle,drugs,canonical
8594,CCOC(=O)c1nc2ccccc2s1,CCOC(=O)c1nc2ccccc2s1,drugs/CCOC(=O)c1nc2ccccc2s1.pickle,drugs,canonical
8602,Cc1ccc(Nc2nc3ccccc3s2)cc1,Cc1ccc(Nc2nc3ccccc3s2)cc1,drugs/Cc1ccc(Nc2nc3ccccc3s2)cc1.pickle,drugs,canonical
8621,c1ccc(Cc2nc3ccccc3o2)cc1,c1ccc(Cc2nc3ccccc3o2)cc1,drugs/c1ccc(Cc2nc3ccccc3o2)cc1.pickle,drugs,canonical
8625,c1cncc(-c2nc3ccccc3o2)c1,c1cncc(-c2nc3ccccc3o2)c1,drugs/c1cncc(-c2nc3ccccc3o2)c1.pickle,drugs,canonical
8679,Nn1nnc2ccccc21,Nn1nnc2ccccc21,drugs/Nn1nnc2ccccc21.pickle,drugs,canonical
8756,Clc1cnccn1,Clc1cnccn1,drugs/Clc1cnccn1.pickle,drugs,canonical
8804,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,drugs/Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.pickle,drugs,canonical
8812,O=c1[nH]sc2ccccc12,O=c1[nH]sc2ccccc12,drugs/O=c1[nH]sc2ccccc12.pickle,drugs,canonical
8851,C#CCc1ccccc1,C#CCc1ccccc1,qm9/C#CCc1ccccc1.pickle,qm9,canonical
8874,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,drugs/CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1.pickle,drugs,canonical
8877,O=S(=O)(c1ccccc1)c1cc(O)ccc1O,O=S(=O)(c1ccccc1)c1cc(O)ccc1O,drugs/O=S(=O)(c1ccccc1)c1cc(O)ccc1O.pickle,drugs,canonical
8882,Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,drugs/Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1.pickle,drugs,canonical
8890,O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1,O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1,drugs/O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1.pickle,drugs,canonical
8902,Nc1cccc2cnccc12,Nc1cccc2cnccc12,drugs/Nc1cccc2cnccc12.pickle,drugs,canonical
8913,c1ccc2c(c1)cnc1ccccc12,c1ccc2c(c1)cnc1ccccc12,drugs/c1ccc2c(c1)cnc1ccccc12.pickle,drugs,canonical
9006,CCC(CC)CO,CCC(CC)CO,qm9/CCC(CC)CO.pickle,qm9,canonical
9010,CCC(CC)CCO,CCC(CC)CCO,qm9/CCC(CC)CCO.pickle,qm9,canonical
9013,C#CCCCCO,C#CCCCCO,qm9/C#CCCCCO.pickle,qm9,canonical
