split,graph_idx,filename,SMILES,geom_smiles,geom_match_type,geom_source,geom_canonical,geom_local_pickle
train,666,09147,C[C@@H]1CC[C@@H]([C@H](C1)O)C(C)C,CC1CCC(C(C)C)C(O)C1,no_stereo,drugs,CC1CCC(C(C)C)C(O)C1,GEOM_HSQC_matched/CC1CCC(C(C)C)C(O)C1.pickle
train,667,09148,CC1=CCC(CC1)(C(C)C)O,CC1=CCC(O)(C(C)C)CC1,canonical,drugs,CC1=CCC(O)(C(C)C)CC1,GEOM_HSQC_matched/CC1=CCC(O)(C(C)C)CC1.pickle
train,669,09151,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,O=C(O)C1=CC(O)C(O)C(O)C1,no_stereo,drugs,O=C(O)C1=CC(O)C(O)C(O)C1,GEOM_HSQC_matched/O=C(O)C1=CC(O)C(O)C(O)C1.pickle
train,673,09156,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,canonical,drugs,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,GEOM_HSQC_matched/COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O.pickle
train,674,09157,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,canonical,drugs,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,GEOM_HSQC_matched/Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.pickle
train,675,11280,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,canonical,drugs,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,GEOM_HSQC_matched/Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.pickle
train,676,23965,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,canonical,drugs,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,GEOM_HSQC_matched/Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.pickle
train,678,09160,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,canonical,drugs,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GEOM_HSQC_matched/Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2.pickle
train,679,09161,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,canonical,drugs,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GEOM_HSQC_matched/CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2.pickle
train,681,09164,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,c1ccc2c(c1)Nc1ccccc1S2,canonical,drugs,c1ccc2c(c1)Nc1ccccc1S2,GEOM_HSQC_matched/c1ccc2c(c1)Nc1ccccc1S2.pickle
train,683,09172,C[C@H]1[C@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,no_stereo,drugs,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,GEOM_HSQC_matched/COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12.pickle
train,684,09173,CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,no_stereo,drugs,CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,GEOM_HSQC_matched/CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3.pickle
train,686,09175,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,canonical,drugs,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,GEOM_HSQC_matched/Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1.pickle
train,688,09177,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,canonical,drugs,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,GEOM_HSQC_matched/CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1.pickle
train,689,09178,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,canonical,drugs,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,GEOM_HSQC_matched/COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC.pickle
train,690,09179,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,canonical,drugs,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,GEOM_HSQC_matched/C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O.pickle
train,693,09186,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,COC1COC2C(OC)COC12,no_stereo,drugs,COC1COC2C(OC)COC12,GEOM_HSQC_matched/COC1COC2C(OC)COC12.pickle
train,694,09191,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,canonical,drugs,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,GEOM_HSQC_matched/O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.pickle
train,697,09196,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,canonical,drugs,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,GEOM_HSQC_matched/C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O.pickle
train,698,09197,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,canonical,drugs,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,GEOM_HSQC_matched/OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.pickle
train,700,09200,C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,canonical,drugs,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,GEOM_HSQC_matched/O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO.pickle
train,701,09201,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,O=C(CO)C(O)C(O)C(O)CO,no_stereo,drugs,O=C(CO)C(O)C(O)C(O)CO,GEOM_HSQC_matched/O=C(CO)C(O)C(O)C(O)CO.pickle
train,702,31203,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,O=C(CO)C(O)C(O)C(O)CO,no_stereo,drugs,O=C(CO)C(O)C(O)C(O)CO,GEOM_HSQC_matched/O=C(CO)C(O)C(O)C(O)CO.pickle
train,703,09202,C1(C(C(C(C(C1O)O)O)O)O)O,OC1C(O)C(O)C(O)C(O)C1O,canonical,drugs,OC1C(O)C(O)C(O)C(O)C1O,GEOM_HSQC_matched/OC1C(O)C(O)C(O)C(O)C1O.pickle
train,704,09205,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,COC1OC(CO)C(O)C(O)C1O,no_stereo,drugs,COC1OC(CO)C(O)C(O)C1O,GEOM_HSQC_matched/COC1OC(CO)C(O)C(O)C1O.pickle
train,705,09206,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,COC1OC(CO)C(O)C(O)C1O,no_stereo,drugs,COC1OC(CO)C(O)C(O)C1O,GEOM_HSQC_matched/COC1OC(CO)C(O)C(O)C1O.pickle
train,710,09211,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,COC1OC(CO)C(O)C(O)C1O,no_stereo,drugs,COC1OC(CO)C(O)C(O)C1O,GEOM_HSQC_matched/COC1OC(CO)C(O)C(O)C1O.pickle
train,716,09221,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,canonical,drugs,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,GEOM_HSQC_matched/CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO.pickle
train,721,09226,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,canonical,drugs,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,GEOM_HSQC_matched/OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O.pickle
train,738,09244,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,canonical,drugs,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,GEOM_HSQC_matched/OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.pickle
train,739,09245,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,canonical,drugs,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,GEOM_HSQC_matched/OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.pickle
train,740,09246,C([C@@H](C([C@H](CO)O)O)O)O,OCC(O)C(O)C(O)CO,no_stereo,drugs,OCC(O)C(O)C(O)CO,GEOM_HSQC_matched/OCC(O)C(O)C(O)CO.pickle
train,741,09247,C([C@H]([C@H](CO)O)O)O,OC[C@H](O)[C@H](O)CO,canonical,qm9,OC[C@@H](O)[C@@H](O)CO,GEOM_HSQC_matched/OC[C@H](O)[C@H](O)CO.pickle
train,742,09248,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,OCC(O)C(O)C(O)C(O)CO,no_stereo,drugs,OCC(O)C(O)C(O)C(O)CO,GEOM_HSQC_matched/OCC(O)C(O)C(O)C(O)CO.pickle
train,744,09253,CCSC([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)SCC,CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,canonical,drugs,CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,GEOM_HSQC_matched/CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.pickle
train,745,09254,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,canonical,drugs,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,GEOM_HSQC_matched/OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.pickle
train,747,09259,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,canonical,drugs,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,GEOM_HSQC_matched/CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.pickle
train,749,09261,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,no_stereo,drugs,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GEOM_HSQC_matched/OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O.pickle
train,750,09262,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,canonical,drugs,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,GEOM_HSQC_matched/OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.pickle
train,752,09266,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,canonical,drugs,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,GEOM_HSQC_matched/O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I.pickle
train,753,09267,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,canonical,drugs,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,GEOM_HSQC_matched/O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F.pickle
train,754,09268,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,canonical,drugs,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,GEOM_HSQC_matched/O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br.pickle
train,755,09269,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Br,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,no_stereo,drugs,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,GEOM_HSQC_matched/O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br.pickle
train,757,09274,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,canonical,drugs,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,GEOM_HSQC_matched/Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.pickle
train,758,09276,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,canonical,drugs,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,GEOM_HSQC_matched/Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O.pickle
train,762,09284,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,no_stereo,drugs,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,GEOM_HSQC_matched/Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1.pickle
train,765,09288,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,canonical,drugs,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,GEOM_HSQC_matched/Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.pickle
train,766,09290,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,canonical,drugs,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,GEOM_HSQC_matched/Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1.pickle
train,767,09291,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,canonical,drugs,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,GEOM_HSQC_matched/Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.pickle
train,770,09295,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,canonical,drugs,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,GEOM_HSQC_matched/Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.pickle
train,773,09299,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,canonical,drugs,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,GEOM_HSQC_matched/Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.pickle
train,774,09301,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,canonical,drugs,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,GEOM_HSQC_matched/Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1.pickle
train,779,09311,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=S)N,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,canonical,drugs,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,GEOM_HSQC_matched/Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.pickle
train,780,09312,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,canonical,drugs,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,GEOM_HSQC_matched/O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.pickle
train,781,09314,CC1=CNC(=O)NC1=O,Cc1c[nH]c(=O)[nH]c1=O,canonical,qm9,Cc1c[nH]c(=O)[nH]c1=O,GEOM_HSQC_matched/Cc1c[nH]c(=O)[nH]c1=O.pickle
train,782,09318,C1=C(NC(=O)N=C1)N,Nc1ccnc(=O)[nH]1,canonical,qm9,Nc1ccnc(=O)[nH]1,GEOM_HSQC_matched/Nc1ccnc(=O)[nH]1.pickle
train,783,09320,CC1=NC=CN=C1,Cc1cnccn1,canonical,qm9,Cc1cnccn1,GEOM_HSQC_matched/Cc1cnccn1.pickle
train,784,09321,CCC1=NC=CN=C1,CCc1cnccn1,canonical,qm9,CCc1cnccn1,GEOM_HSQC_matched/CCc1cnccn1.pickle
train,786,09323,CC(=O)C1=NC=CN=C1,CC(=O)c1cnccn1,canonical,qm9,CC(=O)c1cnccn1,GEOM_HSQC_matched/CC(=O)c1cnccn1.pickle
train,789,09326,CC1=NC=CN=C1C,Cc1nccnc1C,canonical,qm9,Cc1nccnc1C,GEOM_HSQC_matched/Cc1nccnc1C.pickle
train,791,09329,CCCC1=CC(=O)NC(=S)N1,CCCc1cc(=O)[nH]c(=S)[nH]1,canonical,drugs,CCCc1cc(=O)[nH]c(=S)[nH]1,GEOM_HSQC_matched/CCCc1cc(=O)[nH]c(=S)[nH]1.pickle
train,793,09332,C1=CN=CC=C1C(=O)O,O=C(O)c1ccncc1,canonical,drugs,O=C(O)c1ccncc1,GEOM_HSQC_matched/O=C(O)c1ccncc1.pickle
train,794,09333,C1=CC(=CN=C1)C(=O)N,NC(=O)c1cccnc1,canonical,qm9,NC(=O)c1cccnc1,GEOM_HSQC_matched/NC(=O)c1cccnc1.pickle
train,800,09343,C1=C2C(=NC=N1)N=CN2,c1ncc2[nH]cnc2n1,canonical,qm9,c1ncc2[nH]cnc2n1,GEOM_HSQC_matched/c1ncc2[nH]cnc2n1.pickle
train,801,09345,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Cn1c(=O)c2c(ncn2C)n(C)c1=O,canonical,drugs,Cn1c(=O)c2c(ncn2C)n(C)c1=O,GEOM_HSQC_matched/Cn1c(=O)c2c(ncn2C)n(C)c1=O.pickle
train,802,09346,C1=NC2=C(N1)C(=O)NC=N2,O=c1[nH]cnc2nc[nH]c12,canonical,drugs,O=c1[nH]cnc2nc[nH]c12,GEOM_HSQC_matched/O=c1[nH]cnc2nc[nH]c12.pickle
train,806,09351,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,canonical,drugs,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,GEOM_HSQC_matched/Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O.pickle
train,807,09352,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Cn1c(=O)c2[nH]cnc2n(C)c1=O,canonical,drugs,Cn1c(=O)c2[nH]cnc2n(C)c1=O,GEOM_HSQC_matched/Cn1c(=O)c2[nH]cnc2n(C)c1=O.pickle
train,808,09353,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,canonical,drugs,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,GEOM_HSQC_matched/CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21.pickle
train,809,09354,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,canonical,drugs,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,GEOM_HSQC_matched/Cn1c(=O)c2c(ncn2CCO)n(C)c1=O.pickle
train,810,09356,CN1C=CN=C1,Cn1ccnc1,canonical,qm9,Cn1ccnc1,GEOM_HSQC_matched/Cn1ccnc1.pickle
train,814,09361,CC1=NC2=CC=CC=C2C(=O)N1,Cc1nc2ccccc2c(=O)[nH]1,canonical,drugs,Cc1nc2ccccc2c(=O)[nH]1,GEOM_HSQC_matched/Cc1nc2ccccc2c(=O)[nH]1.pickle
train,815,09362,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,c1ccc2c(c1)cnc1ccccc12,canonical,drugs,c1ccc2c(c1)cnc1ccccc12,GEOM_HSQC_matched/c1ccc2c(c1)cnc1ccccc12.pickle
train,818,09365,C[C@H](C(=O)O)N,C[C@@H](N)C(=O)O,canonical,qm9,C[C@@H](N)C(=O)O,GEOM_HSQC_matched/C[C@@H](N)C(=O)O.pickle
train,819,09366,C[C@@H](C(=O)O)N,C[C@H](N)C(=O)O,canonical,drugs,C[C@H](N)C(=O)O,GEOM_HSQC_matched/C[C@H](N)C(=O)O.pickle
