nmr_graph_idx,nmr_smiles,geom_smiles,geom_original_smiles,similarity,source
2575,C1=C[C@@H]2CCC[C@@H]2CC1,C1=C[C@@H]2CC[C@@H]2CC1,C1=C[C@@H]2CC[C@@H]2CC1,0.7142857142857143,qm9
2576,C1CC2C1C21CC1,C1CC2(C1)[C@@H]1CC[C@@H]12,C1CC2(C1)[C@H]1CC[C@H]12,0.7142857142857143,qm9
2576,C1CC2C1C21CC1,C1CCC2(C1)[C@@H]1CC[C@@H]12,C1CCC2(C1)[C@H]1CC[C@H]12,0.7142857142857143,qm9
2576,C1CC2C1C21CC1,C[C@H]1[C@H]2CC[C@@H]1C21CC1,C[C@@H]1[C@@H]2CC[C@H]1C21CC1,0.625,qm9
2577,O=C1CC2C=CCC12,O=C1C[C@H]2C=CC[C@@H]12,O=C1C[C@H]2C=CC[C@@H]12,1.0,qm9
2577,O=C1CC2C=CCC12,O=C1CC[C@H]2C=CC[C@@H]12,O=C1CC[C@H]2C=CC[C@@H]12,0.6153846153846154,qm9
2577,O=C1CC2C=CCC12,O=C1C[C@H]2C=CCC[C@@H]12,O=C1C[C@H]2C=CCC[C@@H]12,0.6153846153846154,qm9
2605,CC(=O)C1=C(N2CCCC2)CCCC1=O,CC(=O)C1=C(N2CCCCC2)CCC1=O,CC(=O)C1=C(N2CCCCC2)CCC1=O,0.8,drugs
2635,OCC(O)C(F)(F)F,OC[C@@H](O)C(F)(F)F,OC[C@@H](O)C(F)(F)F,1.0,qm9
2640,COc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(OC(C)=O)cc1,CC(=O)Nc1ccc(OC(C)=O)cc1,0.6785714285714286,drugs
2640,COc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,0.6333333333333333,drugs
2640,COc1ccc(NC(C)=O)cc1,C=CC(=O)Nc1ccc(OC)cc1,C=CC(=O)Nc1ccc(OC)cc1,0.6129032258064516,drugs
2641,CC(=O)Nc1ccc(Cl)cc1,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,0.64,drugs
2641,CC(=O)Nc1ccc(Cl)cc1,CNC(=O)Nc1ccc(Cl)cc1,CNC(=O)Nc1ccc(Cl)cc1,0.6296296296296297,drugs
2641,CC(=O)Nc1ccc(Cl)cc1,CC(=O)Nc1ccc(Br)cc1,CC(=O)Nc1ccc(Br)cc1,0.6153846153846154,drugs
2642,C=C(C)C1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2O4)O1,C=C(C)C1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,C=C(C)C1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,0.7704918032786885,drugs
2643,COc1cc2c(cc1OC)Oc1c(oc3c4c(ccc3c1=O)OC(C)(C)C=C4)CO2,COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)OC(C)(C)C=C4)CO2,COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)OC(C)(C)C=C4)CO2,0.7413793103448276,drugs
2649,CC(=O)Nc1ccccc1C(=O)O,CC(=O)Nc1ccccc1C(=O)C(=O)O,CC(=O)Nc1ccccc1C(=O)C(=O)O,0.7241379310344828,drugs
2649,CC(=O)Nc1ccccc1C(=O)O,CC(=O)Nc1cccc(C(=O)O)c1C,CC(=O)Nc1cccc(C(=O)O)c1C,0.7,drugs
2649,CC(=O)Nc1ccccc1C(=O)O,CNc1ccccc1C(=O)O,CNc1ccccc1C(=O)O,0.6428571428571429,drugs
2654,CC(=O)Nc1ccc(F)cc1,NC(=O)Nc1ccc(F)cc1,NC(=O)Nc1ccc(F)cc1,0.6153846153846154,drugs
2655,CC(=O)Nc1ccc(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1C(=O)O,CC(=O)Nc1ccc(Cl)cc1C(=O)O,0.6176470588235294,drugs
2655,CC(=O)Nc1ccc(Cl)cc1F,O=C(Nc1ccc(Cl)cc1F)C1CC1,O=C(Nc1ccc(Cl)cc1F)C1CC1,0.6111111111111112,drugs
2659,CC(=O)Nc1ccc(N)cc1,CC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,0.6,drugs
2661,Cc1cccc(C)c1NC(=O)CCl,Cc1cccc(C)c1NC(=O)C[NH3+],Cc1cccc(C)c1NC(=O)C[NH3+],0.6666666666666666,drugs
2661,Cc1cccc(C)c1NC(=O)CCl,Cc1ccccc1NC(=O)CCl,Cc1ccccc1NC(=O)CCl,0.6451612903225806,drugs
2663,CC(=O)Nc1ccc(C)cc1O,CCC(=O)Nc1ccc(C)cc1O,CCC(=O)Nc1ccc(C)cc1O,0.65625,drugs
2664,CC(=O)Nc1ccc(Br)cc1F,CC(=O)Nc1cc(Br)ccc1O,CC(=O)Nc1cc(Br)ccc1O,0.6060606060606061,drugs
2666,CC(=O)Nc1ccc(F)cc1[N+](=O)[O-],CC(=O)Nc1ccc(O)cc1[N+](=O)[O-],CC(=O)Nc1ccc(O)cc1[N+](=O)[O-],0.6944444444444444,drugs
2666,CC(=O)Nc1ccc(F)cc1[N+](=O)[O-],CC(=O)Nc1ccc(N(C)C)cc1[N+](=O)[O-],CC(=O)Nc1ccc(N(C)C)cc1[N+](=O)[O-],0.6410256410256411,drugs
2670,CC(=O)CC(=O)Nc1ccccc1,O=C(O)CC(=O)Nc1ccccc1,O=C(O)CC(=O)Nc1ccccc1,0.6923076923076923,drugs
2670,CC(=O)CC(=O)Nc1ccccc1,CCC(=O)Nc1ccccc1,CCC(=O)Nc1ccccc1,0.6666666666666666,drugs
2670,CC(=O)CC(=O)Nc1ccccc1,CSc1ccc(NC(=O)CC(C)=O)cc1,CSc1ccc(NC(=O)CC(C)=O)cc1,0.6129032258064516,drugs
2671,CC(=O)CC(=O)Nc1ccccc1C,CC(=O)OCC(=O)Nc1ccccc1C,CC(=O)OCC(=O)Nc1ccccc1C,0.6470588235294118,drugs
2671,CC(=O)CC(=O)Nc1ccccc1C,Cc1ccccc1NC(=O)Cn1cccc1,Cc1ccccc1NC(=O)Cn1cccc1,0.6,drugs
2672,O=C1Cc2ccccc2N1,O=C1CCc2ccccc2N1,O=C1CCc2ccccc2N1,0.6538461538461539,drugs
2672,O=C1Cc2ccccc2N1,O=C1CCCc2ccccc2N1,O=C1CCCc2ccccc2N1,0.6071428571428571,drugs
2677,CC(=O)N1c2ccccc2CCc2ccccc21,CC(=O)N1c2ccccc2CCc2ccc([NH3+])cc21,CC(=O)N1c2ccccc2CCc2ccc([NH3+])cc21,0.75,drugs
2677,CC(=O)N1c2ccccc2CCc2ccccc21,CNC(=O)N1c2ccccc2CCc2ccccc21,CNC(=O)N1c2ccccc2CCc2ccccc21,0.6451612903225806,drugs
2677,CC(=O)N1c2ccccc2CCc2ccccc21,COC(=O)N1c2ccccc2CCc2ccccc21,COC(=O)N1c2ccccc2CCc2ccccc21,0.6451612903225806,drugs
2678,CC1CC(C)(C)CC1=O,C[C@H]1CC(C)(C)CC1=O,C[C@H]1CC(C)(C)CC1=O,1.0,qm9
2678,CC1CC(C)(C)CC1=O,C[C@H]1C[C@@](C)(O)CC1=O,C[C@H]1C[C@@](C)(O)CC1=O,0.6,qm9
2683,CCOC(=O)c1cc(Cl)c(O)c(Cl)c1,CCOC(=O)c1cc(O)c(O)c(O)c1,CCOC(=O)c1cc(O)c(O)c(O)c1,0.6666666666666666,drugs
2689,O=C1OC(=O)C2CC12,[NH][C]1OC(=O)[C@H]2C[C@@H]12,[NH][C]1OC(=O)[C@H]2C[C@@H]12,0.65,qm9
2690,O=C(O)C1NCC2CC21,O=C(O)[C@H]1NC[C@H]2C[C@H]21,O=C(O)[C@H]1NC[C@H]2C[C@H]21,1.0,qm9
2697,O=C(O)C1CNC(=O)N1C(=O)OCc1ccccc1,O=C(O)C1CCC(=O)N1C(=O)OCc1ccccc1,O=C(O)C1CCC(=O)N1C(=O)OCc1ccccc1,0.6363636363636364,drugs
2698,CC1(C)OCC(CCO)O1,CC1(C)OC[C@@H](CO)O1,CC1(C)OC[C@@H](CO)O1,0.6923076923076923,qm9
2698,CC1(C)OCC(CCO)O1,CC[C@H]1COC(C)(C)O1,CC[C@H]1COC(C)(C)O1,0.6153846153846154,qm9
2734,CCOC(=O)c1c(-c2ccccc2)csc1N,CCOC(=O)c1c(-c2ccncc2)csc1N,CCOC(=O)c1c(-c2ccncc2)csc1N,0.775,drugs
2734,CCOC(=O)c1c(-c2ccccc2)csc1N,COC(=O)c1c(-c2ccccc2)csc1N,COC(=O)c1c(-c2ccccc2)csc1N,0.717948717948718,drugs
2734,CCOC(=O)c1c(-c2ccccc2)csc1N,CCOC(=O)c1c(-c2ccsc2)csc1N,CCOC(=O)c1c(-c2ccsc2)csc1N,0.7142857142857143,drugs
2738,CCOc1nc2sc3c(c2c(=O)o1)CCCC3,CCc1nc2sc3c(c2c(=O)o1)CCCC3,CCc1nc2sc3c(c2c(=O)o1)CCCC3,0.6590909090909091,drugs
2738,CCOc1nc2sc3c(c2c(=O)o1)CCCC3,Cc1nc2sc3c(c2c(=O)o1)CCCC3,Cc1nc2sc3c(c2c(=O)o1)CCCC3,0.627906976744186,drugs
2738,CCOc1nc2sc3c(c2c(=O)o1)CCCC3,CC(C)(C)c1nc2sc3c(c2c(=O)o1)CCCC3,CC(C)(C)c1nc2sc3c(c2c(=O)o1)CCCC3,0.6,drugs
2739,CSc1nc2sc3c(c2c(=O)o1)CCCC3,Cc1nc2sc3c(c2c(=O)o1)CCC3,Cc1nc2sc3c(c2c(=O)o1)CCC3,0.6341463414634146,drugs
2767,CC(=O)C1CCCCC1=O,CC(=O)[C@H]1CCCC1=O,CC(=O)[C@H]1CCCC1=O,0.8695652173913043,qm9
2769,CCC(=O)C1CCCCC1=O,CCC(=O)[C@H]1CCC1=O,CCC(=O)[C@H]1CCC1=O,0.7407407407407407,qm9
2781,CCOC(=O)C(NC(C)=O)C(=O)OCC,CCOC(=O)C(NC(C)=O)C(=O)O,CCOC(=O)C(NC(C)=O)C(=O)O,0.8,drugs
2803,O=C1CCC/C=C\C(CO)N1,O=C1CC=C[C@@H](CO)N1,O=C1CC=C[C@@H](CO)N1,0.625,qm9
2823,CCC#CC(=O)CC(C)O,CC#CC(=O)C[C@@H](C)O,CC#CC(=O)C[C@@H](C)O,0.6153846153846154,qm9
2835,N#CC12CCC(CC1)C2,N#C[C@]12CC[C@H](CC1)C2,N#C[C@]12CC[C@H](CC1)C2,1.0,qm9
2835,N#CC12CCC(CC1)C2,N#C[C@]12CC[C@H](C1)C2,N#C[C@]12CC[C@H](C1)C2,0.8,qm9
2835,N#CC12CCC(CC1)C2,N#CC12CC(C1)C2,N#CC12CC(C1)C2,0.6,qm9
2892,CC1(Br)CCOC1=O,CC1(C)CCOC1=O,CC1(C)CCOC1=O,0.6086956521739131,qm9
2926,CCCCOC(=O)c1cc(C)nc2ccccc12,CCCCOC(=O)c1cc(C)nc2ccc(Br)cc12,CCCCOC(=O)c1cc(C)nc2ccc(Br)cc12,0.717391304347826,drugs
2926,CCCCOC(=O)c1cc(C)nc2ccccc12,CCNC(=O)COC(=O)c1cc(C)nc2ccccc12,CCNC(=O)COC(=O)c1cc(C)nc2ccccc12,0.6458333333333334,drugs
2926,CCCCOC(=O)c1cc(C)nc2ccccc12,CCCCNC(=O)c1cc(C)nc2ccccc12,CCCCNC(=O)c1cc(C)nc2ccccc12,0.6170212765957447,drugs
2930,C1CCC2=C(C1)CCCC2,C1CCC(=C2CCC2)C1,C1CCC(=C2CCC2)C1,0.8888888888888888,qm9
2930,C1CCC2=C(C1)CCCC2,C1CCC2=C(C1)CCC2,C1CCC2=C(C1)CCC2,0.8888888888888888,qm9
2930,C1CCC2=C(C1)CCCC2,C1CC2=C(C1)CCC2,C1CC2=C(C1)CCC2,0.7777777777777778,qm9
2931,C1=CCC2=C(C1)CCC2,C1=CCC(=C2CCC2)C1,C1=CCC(=C2CCC2)C1,0.8,qm9
2932,C1=C(C2=CCCC2)CCC1,C1=C2CCC=C2CCC1,C1=C2CCC=C2CCC1,0.8666666666666667,qm9
2932,C1=C(C2=CCCC2)CCC1,C1=C2CCC=C2CC1,C1=C2CCC=C2CC1,0.6,qm9
2933,C1=CCC2=C(C1)CC=CC2,C1=CCC(=C2COC2)C1,C1=CCC(=C2COC2)C1,0.6,qm9
2934,c1cc2c(cn1)CCCC2,c1cc2c(cn1)CCC2,c1cc2c(cn1)CCC2,0.9,qm9
2935,c1cnc2c(n1)CCCC2,c1cnc2c(n1)CCC2,c1cnc2c(n1)CCC2,0.8666666666666667,qm9
2937,CC(O)CC(C)(C)C,C[C@@H](O)CC(C)(C)C,C[C@@H](O)CC(C)(C)C,1.0,qm9
2937,CC(O)CC(C)(C)C,C[C@@H](O)CC(C)(C)O,C[C@@H](O)CC(C)(C)O,0.6111111111111112,qm9
2937,CC(O)CC(C)(C)C,CC(O)CC(C)(C)O,CC(O)CC(C)(C)O,0.6111111111111112,drugs
2942,CC(C)CC(O)CC(C)C,CC(C)C[C@@H](O)CO,CC(C)C[C@@H](O)CO,0.6875,qm9
2942,CC(C)CC(O)CC(C)C,CC[C@@H](O)CC(C)C,CC[C@@H](O)CC(C)C,0.6875,qm9
2942,CC(C)CC(O)CC(C)C,CC(C)C[C@@H](O)CCO,CC(C)C[C@@H](O)CCO,0.6111111111111112,qm9
2943,CCCC(O)C(C)C,CCC[C@@H](O)C(C)C,CCC[C@@H](O)C(C)C,1.0,qm9
2943,CCCC(O)C(C)C,CCCC[C@@H](O)C(C)C,CCCC[C@@H](O)C(C)C,0.6842105263157895,qm9
2943,CCCC(O)C(C)C,CCC[C@@H](O)[C@@H](C)O,CCC[C@@H](O)[C@@H](C)O,0.6666666666666666,qm9
2956,COc1ccc2c(c1)CCN2C(C)=O,COc1ccc2c(c1)CCCN2C(N)=O,COc1ccc2c(c1)CCCN2C(N)=O,0.6341463414634146,drugs
2964,c1ccc(-c2c[nH]c3ccccc23)cc1,c1ccc2c(-c3ccncc3)c[nH]c2c1,c1ccc2c(-c3ccncc3)c[nH]c2c1,0.7142857142857143,drugs
2965,c1ccc(-n2ccc3ccccc32)cc1,COc1ccc(-n2ccc3ccccc32)cc1,COc1ccc(-n2ccc3ccccc32)cc1,0.6333333333333333,drugs
2969,CCOC(=O)c1[nH]c2ccccc2c1N,CCOC(=O)c1[nH]c2ccc(C)cc2c1N,CCOC(=O)c1[nH]c2ccc(C)cc2c1N,0.7,drugs
2970,CCOC(=O)c1c(C)[nH]c2ccccc12,CCOC(=O)c1c(C)[nH]c2ccc(O)cc12,CCOC(=O)c1c(C)[nH]c2ccc(O)cc12,0.6666666666666666,drugs
2977,COC(=O)CC(O)CC#N,CC(=O)C[C@@H](O)CC#N,CC(=O)C[C@@H](O)CC#N,0.6071428571428571,qm9
2978,N#CCC(O)CC(=O)O,N#CC[C@H](O)CC(N)=O,N#CC[C@H](O)CC(N)=O,0.64,qm9
2985,CCSc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,COCCSc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,COCCSc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,0.7755102040816326,drugs
2985,CCSc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,CCSc1nnc(NC(=O)c2ccc(C)cc2)s1,CCSc1nnc(NC(=O)c2ccc(C)cc2)s1,0.717391304347826,drugs
2985,CCSc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,CCCc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,CCCc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,0.66,drugs
2988,CN1CCC(NC(=O)c2ccc([N+](=O)[O-])cc2)CC1,CN1C2CCC1CC(NC(=O)c1ccc([N+](=O)[O-])cc1)C2,CN1C2CCC1CC(NC(=O)c1ccc([N+](=O)[O-])cc1)C2,0.6976744186046512,drugs
2992,O=C(NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,CN=C(NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,CN=C(NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,0.6585365853658537,drugs
2992,O=C(NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,O=C(Cc1ccc([N+](=O)[O-])cc1)NC1CCCCCC1,O=C(Cc1ccc([N+](=O)[O-])cc1)NC1CCCCCC1,0.65,drugs
2992,O=C(NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,O=C(NCC1CCCCC1)c1ccc([N+](=O)[O-])cc1,O=C(NCC1CCCCC1)c1ccc([N+](=O)[O-])cc1,0.6341463414634146,drugs
2995,O=C(c1ccc([N+](=O)[O-])cc1)N1CCSC1=S,Cc1ccc(C(=O)N2CCSC2=S)cc1,Cc1ccc(C(=O)N2CCSC2=S)cc1,0.65,drugs
2998,CCOC(=O)c1ccc(N2C(=O)CNC2=S)cc1,CCOc1ccc(N2C(=O)CNC2=S)cc1,CCOc1ccc(N2C(=O)CNC2=S)cc1,0.6363636363636364,drugs
3016,O=C(O)c1ccc(C(=O)c2ccccc2)cc1,O=C(O)c1ccc(C(=O)C(=O)c2ccccc2)cc1,O=C(O)c1ccc(C(=O)C(=O)c2ccccc2)cc1,0.7142857142857143,drugs
3018,COc1ccc(C2COc3c(ccc4occc34)C2)c(OC)c1O,COc1ccc(C2COc3c(ccc(O)c3OC)C2)c(OC)c1O,COc1ccc(C2COc3c(ccc(O)c3OC)C2)c(OC)c1O,0.6923076923076923,drugs
3019,Cc1cccc2cccnc12,Cc1ccc2cccnc2c1N,Cc1ccc2cccnc2c1N,0.6071428571428571,drugs
3024,Brc1ccc2ncccc2c1,Brc1ccc2cccnc2c1,Brc1ccc2cccnc2c1,0.7037037037037037,drugs
3035,c1cc2[nH]ccc2cn1,c1cc2cc[nH]c2cn1,c1cc2cc[nH]c2cn1,0.68,qm9
3061,OCCSc1nc2ccccc2s1,O=C(O)CCSc1nc2ccccc2s1,O=C(O)CCSc1nc2ccccc2s1,0.6756756756756757,drugs
3061,OCCSc1nc2ccccc2s1,O=C(O)CSc1nc2ccccc2s1,O=C(O)CSc1nc2ccccc2s1,0.6216216216216216,drugs
3061,OCCSc1nc2ccccc2s1,CC(=O)CSc1nc2ccccc2s1,CC(=O)CSc1nc2ccccc2s1,0.6052631578947368,drugs
3066,c1ccc(-c2sc(N3CCOCC3)nc2-c2cccs2)cc1,c1ccc(-c2nc(N3CCOCC3)sc2-c2ccccc2)cc1,c1ccc(-c2nc(N3CCOCC3)sc2-c2ccccc2)cc1,0.7380952380952381,drugs
3071,Cc1nc2ccc(O)cc2s1,Cc1nc2ccc(N)cc2s1,Cc1nc2ccc(N)cc2s1,0.6129032258064516,drugs
3071,Cc1nc2ccc(O)cc2s1,Nc1nc2ccc(O)cc2s1,Nc1nc2ccc(O)cc2s1,0.6129032258064516,drugs
3072,CC(=O)Nc1ccc2nc(C)sc2c1,CC(=O)Nc1ccc2sc(C)nc2c1,CC(=O)Nc1ccc2sc(C)nc2c1,0.7777777777777778,drugs
3072,CC(=O)Nc1ccc2nc(C)sc2c1,CNC(=O)Nc1ccc2nc(C)sc2c1,CNC(=O)Nc1ccc2nc(C)sc2c1,0.7368421052631579,drugs
3072,CC(=O)Nc1ccc2nc(C)sc2c1,CC(=O)Nc1ccc2nc(N)sc2c1,CC(=O)Nc1ccc2nc(N)sc2c1,0.7105263157894737,drugs
3073,Cc1nc2ccc(F)cc2s1,Nc1nc2ccc(F)cc2s1,Nc1nc2ccc(F)cc2s1,0.6129032258064516,drugs
3075,Cc1nc2ccc(Cl)cc2s1,Nc1nc2ccc(Cl)cc2s1,Nc1nc2ccc(Cl)cc2s1,0.6129032258064516,drugs
3076,Cc1nc2ccc(C(=O)O)cc2s1,Cc1nc2cc(C(=O)O)ccc2s1,Cc1nc2cc(C(=O)O)ccc2s1,0.75,drugs
3085,CCOC(=O)c1ccc2ncsc2c1,O=C(O)c1ccc2ncsc2c1,O=C(O)c1ccc2ncsc2c1,0.6052631578947368,drugs
3088,Cc1nc2cc(O)ccc2s1,Cc1nc2cc(CO)ccc2s1,Cc1nc2cc(CO)ccc2s1,0.6060606060606061,drugs
3090,Cc1nc2cc(Cl)ccc2s1,CSc1nc2cc(Cl)ccc2s1,CSc1nc2cc(Cl)ccc2s1,0.6060606060606061,drugs
3094,Cc1nc2cc([N+](=O)[O-])ccc2s1,Cc1nc2ccc([N+](=O)[O-])cc2s1,Cc1nc2ccc([N+](=O)[O-])cc2s1,0.7647058823529411,drugs
3100,c1ccc(-n2nc3c(n2)CCC3)cc1,O=C1CCCc2nn(-c3ccccc3)nc21,O=C1CCCc2nn(-c3ccccc3)nc21,0.6774193548387096,drugs
3111,C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)[C@@H](O)CC[C@@]12O,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.6,drugs
3112,CO/C(C)=C1/C(=O)CC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.64,drugs
3119,O=c1c2cc(O)ccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,0.7608695652173914,drugs
3167,C1=CCC23CC=CCC2(C1)C3,C1=CC[C@]23CC[C@@]2(C1)C3,C1=CC[C@@]23CC[C@]2(C1)C3,0.7142857142857143,qm9
3173,Nc1cccc(Cl)c1,Nc1cccc(N)c1,Nc1cccc(N)c1,0.6111111111111112,qm9
3174,Nc1ccc(Cl)cc1,Nc1ccc(N)cc1,Nc1ccc(N)cc1,0.6153846153846154,qm9
3176,c1ccc(Nc2ccccc2)cc1,Cc1ccc(Nc2ccccc2)cc1,Cc1ccc(Nc2ccccc2)cc1,0.6666666666666666,drugs
3176,c1ccc(Nc2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,0.6666666666666666,drugs
3192,O=C(O)CCCCC(=O)O,O=C(O)CCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O,0.9166666666666666,drugs
3192,O=C(O)CCCCC(=O)O,NCCCCC(=O)O,NCCCCC(=O)O,0.6875,qm9
3192,O=C(O)CCCCC(=O)O,[NH3+]CCCCCC(=O)O,[NH3+]CCCCCC(=O)O,0.6470588235294118,drugs
3199,O=Cc1ccc2c(c1)OCO2,CC=Cc1ccc2c(c1)OCO2,CC=Cc1ccc2c(c1)OCO2,0.6,drugs
3201,OCCCc1ccccc1,OCCc1ccccc1,OCCc1ccccc1,0.7,qm9
3205,C1=CC2C=CC1C2,C1=C[C@H]2C=C[C@@H]1C2,C1=C[C@H]2C=C[C@@H]1C2,1.0,qm9
3205,C1=CC2C=CC1C2,C1=C[C@@H]2C=C[C@H](C=C1)C2,C1=C[C@@H]2C=C[C@H](C=C1)C2,0.75,qm9
3208,O=Cc1ccc(C=O)cc1,Cc1ccc(C=O)cc1,Cc1ccc(C=O)cc1,0.6875,qm9
3208,O=Cc1ccc(C=O)cc1,Nc1ccc(C=O)cc1,Nc1ccc(C=O)cc1,0.6875,qm9
3208,O=Cc1ccc(C=O)cc1,O=Cc1ccc(F)cc1,O=Cc1ccc(F)cc1,0.6875,qm9
3209,c1ccc(CNCc2ccccc2)cc1,Fc1ccc(CNCc2ccccc2)cc1,Fc1ccc(CNCc2ccccc2)cc1,0.7142857142857143,drugs
3210,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccncc1,O=C(c1ccccc1)c1ccncc1,0.7,drugs
3210,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1cc[n+]([O-])cc1,O=C(c1ccccc1)c1cc[n+]([O-])cc1,0.6363636363636364,drugs
3210,O=C(c1ccccc1)c1ccccc1,COc1ccc(C(=O)c2ccccc2)cc1,COc1ccc(C(=O)c2ccccc2)cc1,0.6086956521739131,drugs
3217,O=C(O)Cc1ccccc1,O=C([O-])Cc1ccccc1,O=C([O-])Cc1ccccc1,0.6666666666666666,drugs
3225,NNC(=S)Nc1ccccc1,NNC(=S)Nc1ccc(Cl)cc1,NNC(=S)Nc1ccc(Cl)cc1,0.6296296296296297,drugs
3225,NNC(=S)Nc1ccccc1,NNC(=S)Nc1cccc(Cl)c1,NNC(=S)Nc1cccc(Cl)c1,0.6,drugs
3228,O=C(C(=O)c1ccccc1)c1ccccc1,O=C(C(=O)c1ccc(O)cc1)c1ccccc1,O=C(C(=O)c1ccc(O)cc1)c1ccccc1,0.7368421052631579,drugs
3244,O=C(O)C1CCCC1,O=C(O)C1CCC1,O=C(O)C1CCC1,0.8666666666666667,drugs
3245,CCCCCCCCCBr,CCCCCCCC,CCCCCCCC,0.6153846153846154,qm9
3245,CCCCCCCCCBr,CCCCCCCCC,CCCCCCCCC,0.6153846153846154,qm9
3249,O=C1OCCN1CCCl,CCCN1CCOC1=O,CCCN1CCOC1=O,0.6428571428571429,qm9
3249,O=C1OCCN1CCCl,O=C1OCCN1CCO,O=C1OCCN1CCO,0.6428571428571429,qm9
3250,c1ccc2c(c1)[nH]c1ccccc12,O=c1c2ccccc2[nH]c2ccccc12,O=c1c2ccccc2[nH]c2ccccc12,0.6842105263157895,drugs
3250,c1ccc2c(c1)[nH]c1ccccc12,O=c1[nH]c2ccccc2c2ccccc12,O=c1[nH]c2ccccc2c2ccccc12,0.6190476190476191,drugs
3250,c1ccc2c(c1)[nH]c1ccccc12,S=c1[nH]c2ccccc2c2ccccc12,S=c1[nH]c2ccccc2c2ccccc12,0.6190476190476191,drugs
3260,C1C2CC3CC1CC(C2)C3,C1[C@H]2C[C@H](C2)[C@@H]2C[C@H]1C2,C1[C@H]2C[C@H](C2)[C@@H]2C[C@H]1C2,0.6666666666666666,qm9
3260,C1C2CC3CC1CC(C2)C3,C1[C@H]2C[C@H]3C[C@@H]1C[C@H]3C2,C1[C@H]2C[C@H]3C[C@@H]1C[C@H]3C2,0.6666666666666666,qm9
3260,C1C2CC3CC1CC(C2)C3,C1[C@@H]2C[C@H]3C[C@@H](C[C@H]12)C3,C1[C@@H]2C[C@H]3C[C@@H](C[C@H]12)C3,0.6,qm9
3276,CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCO,0.6153846153846154,drugs
3277,CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,0.6153846153846154,drugs
3284,c1ccc(Sc2ccccc2)cc1,c1ccc(SSc2ccccc2)cc1,c1ccc(SSc2ccccc2)cc1,0.6,drugs
3285,O=C(c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2[nH]c(=O)[nH]c2c1,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2[nH]c(=O)[nH]c2c1,0.6666666666666666,drugs
3285,O=C(c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2c(c1)C(=O)NC2=O,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2c(c1)C(=O)NC2=O,0.6666666666666666,drugs
